timestamp,src_ip,dst_ip,event_type,severity,vuln_count,asset_id,asset_criticality,past_incidents,auth_failures,malware_alerts,anomalous_bytes,label_high_risk
2025-08-26T21:24:35.354899,10.0.216.144,172.16.14.69,port_scan,medium,3,asset-046,3,2,1,1,0.023,0
2025-08-26T22:24:35.354899,10.0.232.108,172.16.238.94,brute_force,medium,4,asset-008,3,3,4,1,2.481,0
2025-08-26T23:24:35.354899,10.0.147.42,172.16.159.170,data_exfil,low,1,asset-045,4,0,0,1,3.624,0
2025-08-27T00:24:35.354899,10.0.50.103,172.16.57.206,data_exfil,medium,6,asset-007,1,1,0,0,11.208,0
2025-08-27T01:24:35.354899,10.0.133.230,172.16.99.12,normal,low,12,asset-030,4,1,1,3,0.732,0
2025-08-27T02:24:35.354899,10.0.73.79,172.16.201.49,normal,high,6,asset-046,1,1,2,1,0.916,0
2025-08-27T03:24:35.354899,10.0.184.114,172.16.49.237,malware_alert,high,7,asset-010,1,5,2,8,1.087,0
2025-08-27T04:24:35.354899,10.0.37.50,172.16.37.145,vuln_found,low,0,asset-016,1,1,3,0,0.204,0
2025-08-27T05:24:35.354899,10.0.216.97,172.16.83.196,normal,medium,5,asset-034,4,4,0,0,0.995,0
2025-08-27T06:24:35.354899,10.0.209.28,172.16.150.127,vuln_found,low,4,asset-031,2,1,0,1,0.271,0
2025-08-27T07:24:35.354899,10.0.152.250,172.16.4.120,phishing_click,medium,0,asset-047,3,1,1,1,0.144,1
2025-08-27T08:24:35.354899,10.0.237.244,172.16.179.95,normal,medium,5,asset-036,1,2,2,0,0.357,0
2025-08-27T09:24:35.354899,10.0.186.70,172.16.143.29,data_exfil,medium,0,asset-019,3,1,1,0,0.167,0
2025-08-27T10:24:35.354899,10.0.99.70,172.16.63.79,normal,low,5,asset-015,1,2,1,0,1.373,0
2025-08-27T11:24:35.354899,10.0.44.80,172.16.46.70,brute_force,medium,2,asset-042,4,2,5,1,2.107,0
2025-08-27T12:24:35.354899,10.0.125.104,172.16.115.145,brute_force,low,0,asset-036,2,0,11,0,2.135,0
2025-08-27T13:24:35.354899,10.0.54.44,172.16.57.50,vuln_found,high,1,asset-050,1,5,1,2,0.803,0
2025-08-27T14:24:35.354899,10.0.76.173,172.16.254.207,port_scan,high,0,asset-039,3,1,0,1,0.392,0
2025-08-27T15:24:35.354899,10.0.225.10,172.16.53.53,brute_force,low,4,asset-018,5,1,5,0,1.029,0
2025-08-27T16:24:35.354899,10.0.188.219,172.16.134.164,phishing_click,medium,3,asset-039,1,1,0,0,0.456,0
2025-08-27T17:24:35.354899,10.0.60.74,172.16.49.203,vuln_found,high,4,asset-009,3,1,2,1,0.312,0
2025-08-27T18:24:35.354899,10.0.65.9,172.16.21.42,normal,medium,3,asset-032,2,0,0,2,1.777,0
2025-08-27T19:24:35.354899,10.0.153.33,172.16.31.199,vuln_found,medium,4,asset-009,2,2,0,1,0.831,0
2025-08-27T20:24:35.354899,10.0.171.129,172.16.128.148,normal,medium,4,asset-049,3,2,1,0,1.492,0
2025-08-27T21:24:35.354899,10.0.56.24,172.16.152.105,data_exfil,medium,7,asset-049,5,2,0,5,1.0,0
2025-08-27T22:24:35.354899,10.0.234.181,172.16.81.144,normal,low,3,asset-026,4,2,1,2,0.281,0
2025-08-27T23:24:35.354899,10.0.187.225,172.16.75.55,phishing_click,low,2,asset-023,2,0,2,1,1.382,0
2025-08-28T00:24:35.354899,10.0.79.52,172.16.4.226,phishing_click,medium,0,asset-040,2,0,3,1,0.453,0
2025-08-28T01:24:35.354899,10.0.97.19,172.16.15.252,normal,low,3,asset-049,3,3,0,0,1.047,0
2025-08-28T02:24:35.354899,10.0.107.203,172.16.199.67,port_scan,low,2,asset-027,5,3,2,0,1.368,0
2025-08-28T03:24:35.354899,10.0.113.156,172.16.39.159,brute_force,low,0,asset-040,5,2,5,1,0.629,0
2025-08-28T04:24:35.354899,10.0.196.61,172.16.215.211,brute_force,medium,2,asset-031,4,0,2,0,0.918,0
2025-08-28T05:24:35.354899,10.0.131.235,172.16.85.126,vuln_found,medium,9,asset-049,3,2,1,1,0.095,0
2025-08-28T06:24:35.354899,10.0.137.187,172.16.180.9,phishing_click,high,4,asset-026,3,0,0,0,0.274,0
2025-08-28T07:24:35.354899,10.0.39.193,172.16.125.216,vuln_found,low,2,asset-006,5,1,1,1,0.477,0
2025-08-28T08:24:35.354899,10.0.57.78,172.16.239.112,normal,low,3,asset-037,2,0,3,3,0.645,0
2025-08-28T09:24:35.354899,10.0.105.104,172.16.173.191,normal,high,6,asset-046,5,0,0,1,0.088,0
2025-08-28T10:24:35.354899,10.0.205.6,172.16.5.216,malware_alert,low,6,asset-027,1,2,2,4,0.475,0
2025-08-28T11:24:35.354899,10.0.173.39,172.16.228.52,brute_force,medium,0,asset-012,3,0,2,0,0.679,0
2025-08-28T12:24:35.354899,10.0.122.181,172.16.91.5,vuln_found,medium,0,asset-010,3,1,1,0,0.725,0
2025-08-28T13:24:35.354899,10.0.41.106,172.16.21.45,data_exfil,medium,4,asset-013,4,2,1,0,1.928,0
2025-08-28T14:24:35.354899,10.0.15.156,172.16.239.157,normal,high,5,asset-022,2,0,2,4,0.552,0
2025-08-28T15:24:35.354899,10.0.247.45,172.16.96.56,data_exfil,medium,0,asset-026,1,0,2,1,7.191,0
2025-08-28T16:24:35.354899,10.0.138.39,172.16.114.23,phishing_click,high,0,asset-027,4,1,1,2,1.228,0
2025-08-28T17:24:35.354899,10.0.48.30,172.16.90.225,vuln_found,low,10,asset-016,1,1,0,3,1.203,0
2025-08-28T18:24:35.354899,10.0.138.133,172.16.68.72,phishing_click,low,1,asset-014,1,0,0,0,0.43,0
2025-08-28T19:24:35.354899,10.0.195.206,172.16.1.96,port_scan,medium,6,asset-016,2,0,0,0,0.489,0
2025-08-28T20:24:35.354899,10.0.230.73,172.16.196.201,phishing_click,medium,4,asset-008,1,0,1,2,0.965,0
2025-08-28T21:24:35.354899,10.0.19.115,172.16.26.215,vuln_found,high,2,asset-050,5,1,0,0,1.123,1
2025-08-28T22:24:35.354899,10.0.251.247,172.16.248.66,malware_alert,medium,5,asset-008,5,0,0,4,0.477,0
2025-08-28T23:24:35.354899,10.0.143.51,172.16.182.173,phishing_click,high,5,asset-009,3,1,2,0,0.397,0
2025-08-29T00:24:35.354899,10.0.141.32,172.16.242.61,brute_force,medium,6,asset-019,2,0,5,1,0.767,0
2025-08-29T01:24:35.354899,10.0.199.46,172.16.114.156,normal,low,2,asset-015,5,2,1,0,0.38,0
2025-08-29T02:24:35.354899,10.0.232.97,172.16.106.98,port_scan,high,2,asset-031,2,0,0,0,0.056,0
2025-08-29T03:24:35.354899,10.0.236.253,172.16.113.196,malware_alert,low,5,asset-017,1,0,3,9,0.805,1
2025-08-29T04:24:35.354899,10.0.247.100,172.16.216.108,port_scan,medium,3,asset-007,1,3,0,1,0.911,0
2025-08-29T05:24:35.354899,10.0.195.90,172.16.155.144,normal,low,6,asset-044,5,0,1,0,0.028,0
2025-08-29T06:24:35.354899,10.0.97.184,172.16.66.15,data_exfil,medium,11,asset-049,2,3,1,2,2.043,0
2025-08-29T07:24:35.354899,10.0.85.183,172.16.125.113,vuln_found,medium,4,asset-001,1,0,1,2,0.333,0
2025-08-29T08:24:35.354899,10.0.219.65,172.16.121.180,brute_force,low,5,asset-037,5,3,4,1,1.217,0
2025-08-29T09:24:35.354899,10.0.119.76,172.16.213.16,port_scan,low,10,asset-006,4,1,3,0,2.011,0
2025-08-29T10:24:35.354899,10.0.73.150,172.16.67.246,data_exfil,low,0,asset-034,2,0,1,0,6.862,0
2025-08-29T11:24:35.354899,10.0.20.184,172.16.212.221,phishing_click,high,5,asset-046,4,1,2,1,0.011,0
2025-08-29T12:24:35.354899,10.0.179.179,172.16.78.52,vuln_found,medium,1,asset-023,4,1,1,2,1.078,0
2025-08-29T13:24:35.354899,10.0.157.11,172.16.229.2,port_scan,high,1,asset-036,4,0,3,0,0.621,0
2025-08-29T14:24:35.354899,10.0.157.253,172.16.210.21,normal,high,6,asset-016,4,1,0,1,1.085,0
2025-08-29T15:24:35.354899,10.0.74.67,172.16.101.251,data_exfil,low,6,asset-039,2,0,2,0,9.85,1
2025-08-29T16:24:35.354899,10.0.131.185,172.16.241.74,brute_force,low,0,asset-007,3,1,5,1,0.447,1
2025-08-29T17:24:35.354899,10.0.119.140,172.16.195.109,normal,low,1,asset-050,5,0,0,0,0.89,0
2025-08-29T18:24:35.354899,10.0.211.107,172.16.15.94,normal,medium,7,asset-002,3,0,1,2,0.366,0
2025-08-29T19:24:35.354899,10.0.146.34,172.16.115.177,phishing_click,medium,7,asset-022,2,0,0,0,2.219,0
2025-08-29T20:24:35.354899,10.0.215.92,172.16.143.3,normal,low,3,asset-022,1,0,2,1,1.479,0
2025-08-29T21:24:35.354899,10.0.222.84,172.16.136.237,vuln_found,high,1,asset-049,2,0,1,4,0.15,0
2025-08-29T22:24:35.354899,10.0.25.51,172.16.191.195,vuln_found,high,5,asset-025,3,1,0,1,0.789,0
2025-08-29T23:24:35.354899,10.0.15.150,172.16.48.169,port_scan,high,5,asset-047,4,2,2,0,0.684,0
2025-08-30T00:24:35.354899,10.0.88.167,172.16.158.183,data_exfil,medium,6,asset-020,5,0,1,1,1.985,0
2025-08-30T01:24:35.354899,10.0.46.57,172.16.3.187,vuln_found,medium,5,asset-040,4,1,0,2,0.901,0
2025-08-30T02:24:35.354899,10.0.40.95,172.16.234.240,normal,medium,2,asset-049,3,2,1,0,0.101,0
2025-08-30T03:24:35.354899,10.0.237.225,172.16.165.133,phishing_click,low,7,asset-048,1,1,2,2,0.996,0
2025-08-30T04:24:35.354899,10.0.14.136,172.16.199.164,vuln_found,low,11,asset-038,5,0,3,0,0.541,0
2025-08-30T05:24:35.354899,10.0.89.42,172.16.101.144,phishing_click,low,0,asset-044,1,0,1,0,0.703,0
2025-08-30T06:24:35.354899,10.0.0.111,172.16.132.87,data_exfil,medium,2,asset-015,5,4,2,3,1.013,0
2025-08-30T07:24:35.354899,10.0.222.8,172.16.208.157,malware_alert,medium,6,asset-045,2,0,0,7,0.249,0
2025-08-30T08:24:35.354899,10.0.121.211,172.16.94.139,vuln_found,medium,6,asset-013,3,1,0,2,0.587,0
2025-08-30T09:24:35.354899,10.0.52.43,172.16.51.115,vuln_found,medium,3,asset-041,5,1,0,0,0.371,0
2025-08-30T10:24:35.354899,10.0.111.105,172.16.213.170,data_exfil,medium,3,asset-032,5,0,0,1,8.863,0
2025-08-30T11:24:35.354899,10.0.34.126,172.16.76.51,phishing_click,medium,3,asset-025,1,1,1,2,0.389,0
2025-08-30T12:24:35.354899,10.0.253.21,172.16.150.127,normal,medium,4,asset-046,5,1,2,1,0.469,0
2025-08-30T13:24:35.354899,10.0.211.224,172.16.86.186,normal,medium,1,asset-035,3,1,1,2,0.46,0
2025-08-30T14:24:35.354899,10.0.194.58,172.16.80.214,normal,medium,10,asset-009,5,1,1,1,1.914,1
2025-08-30T15:24:35.354899,10.0.57.128,172.16.30.120,data_exfil,low,1,asset-029,2,2,1,1,3.812,0
2025-08-30T16:24:35.354899,10.0.123.130,172.16.42.241,normal,medium,1,asset-004,2,1,1,1,0.817,0
2025-08-30T17:24:35.354899,10.0.5.119,172.16.129.227,data_exfil,high,7,asset-012,5,0,1,1,1.154,0
2025-08-30T18:24:35.354899,10.0.235.206,172.16.64.91,brute_force,low,11,asset-028,4,0,3,2,0.951,0
2025-08-30T19:24:35.354899,10.0.140.70,172.16.151.117,data_exfil,low,2,asset-013,4,0,1,0,6.918,0
2025-08-30T20:24:35.354899,10.0.241.58,172.16.8.184,brute_force,medium,5,asset-013,4,0,5,0,1.756,1
2025-08-30T21:24:35.354899,10.0.128.114,172.16.22.172,normal,low,2,asset-029,5,3,2,0,0.835,0
2025-08-30T22:24:35.354899,10.0.121.30,172.16.200.27,normal,high,3,asset-015,1,1,1,1,0.115,0
2025-08-30T23:24:35.354899,10.0.206.216,172.16.20.148,vuln_found,low,4,asset-016,2,2,1,0,1.17,0
2025-08-31T00:24:35.354899,10.0.203.47,172.16.230.43,vuln_found,low,3,asset-027,4,2,1,0,1.02,0
2025-08-31T01:24:35.354899,10.0.172.173,172.16.155.14,port_scan,high,5,asset-011,4,0,1,1,0.639,0
2025-08-31T02:24:35.354899,10.0.90.164,172.16.243.166,normal,high,6,asset-047,4,0,2,1,0.968,0
2025-08-31T03:24:35.354899,10.0.158.97,172.16.70.110,malware_alert,low,2,asset-031,1,1,0,3,0.094,0
2025-08-31T04:24:35.354899,10.0.105.106,172.16.212.32,normal,low,1,asset-027,4,1,1,1,0.573,0
2025-08-31T05:24:35.354899,10.0.36.102,172.16.84.135,data_exfil,medium,4,asset-015,5,1,0,0,4.084,0
2025-08-31T06:24:35.354899,10.0.180.33,172.16.49.38,port_scan,low,6,asset-010,1,0,1,0,0.676,0
2025-08-31T07:24:35.354899,10.0.78.38,172.16.109.254,normal,medium,11,asset-033,4,0,1,1,0.108,0
2025-08-31T08:24:35.354899,10.0.70.181,172.16.198.254,data_exfil,medium,5,asset-015,5,3,1,1,19.38,1
2025-08-31T09:24:35.354899,10.0.235.170,172.16.200.120,port_scan,low,1,asset-007,4,2,0,2,1.529,0
2025-08-31T10:24:35.354899,10.0.119.232,172.16.202.132,malware_alert,low,4,asset-046,2,1,1,6,0.512,0
2025-08-31T11:24:35.354899,10.0.64.33,172.16.66.237,malware_alert,low,2,asset-027,1,1,1,4,0.537,0
2025-08-31T12:24:35.354899,10.0.245.140,172.16.237.41,phishing_click,medium,2,asset-010,4,3,0,1,1.02,1
2025-08-31T13:24:35.354899,10.0.157.211,172.16.163.151,vuln_found,medium,6,asset-047,5,1,1,0,0.87,1
2025-08-31T14:24:35.354899,10.0.101.100,172.16.89.189,malware_alert,medium,2,asset-004,1,1,0,8,0.755,0
2025-08-31T15:24:35.354899,10.0.38.251,172.16.32.180,phishing_click,medium,4,asset-009,2,0,2,1,0.028,0
2025-08-31T16:24:35.354899,10.0.201.64,172.16.52.226,vuln_found,low,3,asset-016,1,1,1,2,0.125,0
2025-08-31T17:24:35.354899,10.0.204.113,172.16.35.63,port_scan,medium,0,asset-002,4,1,0,0,0.222,0
2025-08-31T18:24:35.354899,10.0.137.184,172.16.24.221,normal,low,1,asset-004,3,0,1,0,1.249,0
2025-08-31T19:24:35.354899,10.0.208.194,172.16.137.81,normal,low,7,asset-001,4,0,0,0,0.353,0
2025-08-31T20:24:35.354899,10.0.56.50,172.16.13.244,brute_force,medium,5,asset-038,3,4,1,1,0.545,0
2025-08-31T21:24:35.354899,10.0.1.115,172.16.121.161,normal,medium,0,asset-003,4,1,1,0,0.835,0
2025-08-31T22:24:35.354899,10.0.159.175,172.16.186.240,brute_force,medium,2,asset-041,2,0,3,0,0.904,0
2025-08-31T23:24:35.354899,10.0.69.211,172.16.103.163,data_exfil,high,3,asset-027,1,3,1,0,6.511,1
2025-09-01T00:24:35.354899,10.0.11.18,172.16.217.15,normal,medium,1,asset-008,5,0,1,0,0.466,0
2025-09-01T01:24:35.354899,10.0.204.154,172.16.75.251,normal,low,1,asset-039,5,0,2,0,0.784,0
2025-09-01T02:24:35.354899,10.0.193.66,172.16.207.125,vuln_found,medium,0,asset-028,5,0,1,0,0.045,0
2025-09-01T03:24:35.354899,10.0.147.24,172.16.144.40,brute_force,low,8,asset-050,1,1,2,2,0.186,0
2025-09-01T04:24:35.354899,10.0.159.90,172.16.44.179,normal,medium,1,asset-016,5,2,0,0,0.527,0
2025-09-01T05:24:35.354899,10.0.8.194,172.16.73.177,normal,medium,13,asset-034,1,0,0,0,0.372,0
2025-09-01T06:24:35.354899,10.0.61.73,172.16.61.91,brute_force,medium,5,asset-050,4,1,3,0,0.052,0
2025-09-01T07:24:35.354899,10.0.22.26,172.16.206.79,malware_alert,high,2,asset-048,3,0,0,8,0.38,0
2025-09-01T08:24:35.354899,10.0.87.242,172.16.82.36,vuln_found,low,1,asset-001,1,0,1,0,0.822,0
2025-09-01T09:24:35.354899,10.0.8.71,172.16.26.24,normal,medium,7,asset-009,4,2,1,0,0.343,1
2025-09-01T10:24:35.354899,10.0.34.240,172.16.121.82,brute_force,medium,6,asset-002,4,0,5,2,1.844,1
2025-09-01T11:24:35.354899,10.0.221.26,172.16.24.22,malware_alert,high,5,asset-005,4,0,0,6,0.909,0
2025-09-01T12:24:35.354899,10.0.85.134,172.16.143.225,malware_alert,low,5,asset-049,3,3,2,3,1.644,0
2025-09-01T13:24:35.354899,10.0.5.84,172.16.51.126,malware_alert,medium,2,asset-010,2,0,0,6,1.917,1
2025-09-01T14:24:35.354899,10.0.134.10,172.16.221.218,malware_alert,medium,6,asset-047,3,1,0,6,0.495,0
2025-09-01T15:24:35.354899,10.0.61.248,172.16.165.8,brute_force,medium,4,asset-037,3,3,7,0,0.138,0
2025-09-01T16:24:35.354899,10.0.201.168,172.16.254.35,normal,high,0,asset-043,1,2,3,2,0.035,1
2025-09-01T17:24:35.354899,10.0.172.22,172.16.222.224,phishing_click,low,0,asset-024,2,2,2,1,0.178,0
